new_date,ma_ck,session,return,title_new
2023-01-10,BHT,return_in_session,0.0,tổ_chức đại_hội_đồng cổ_đông thường_niên
2023-01-10,HAG,return_before_session,-0.008830079448272037,hoàng gia lai hagl lãi trở_lại sau đức hào_phóng thưởng đậm nhân_viên mức cao thuộc người trồng chuối
2023-01-10,PET,return_in_session,-0.007623925110659259,thực_hiện quyền nhận cổ_tức cổ_phiếu
2023-01-10,PLX,return_in_session,0.04865448816352538,sau khi hạ chỉ tiêu bất_ngờ báo lãi thuế gần
2023-01-10,PRT,return_in_session,-0.017544309650909393,thông_báo dự_kiến tổ_chức đại_hội_đồng cổ_đông thường_niên
2023-01-10,SCO,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-10,TDH,return_before_session,-0.06503247027085468,thông_qua chủ_trương giao_dịch bên có liên_quan
2023-01-11,ATG,return_before_session,0.0,bổ_nhiệm nguyễn thanh_tùng giữ chức phụ_trách kế_toán
2023-01-11,BT6,return_before_session,0.0,báo_cáo quản_trị công_ty
2023-01-11,HTT,return_in_session,0.0,đào văn chiến chủ_tịch hđqt chưa mua
2023-01-11,LCM,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-11,NT2,return_before_session,0.0017714796483820209,bổ_nhiệm lại lê việt an giữ chức kế_toán_trưởng
2023-01-11,PIT,return_before_session,0.002129926257824849,báo_cáo tình_hình quản_trị công_ty
2023-01-11,PTE,return_before_session,0.0,nghị_quyết hđqt thông_qua hợp_đồng giao_dịch đối_tác
2023-01-11,PVV,return_in_session,0.0,đinh cảnh tiến chủ_tịch hđqt chưa mua phạm đức tuấn ủy_viên hđqt chưa mua em phạm đức tuấn ủy_viên hđqt đã mua
2023-01-11,SGT,return_before_session,-0.027292142288007512,lê_thị_kim nhung tv bks đã bán
2023-01-11,TGG,return_before_session,0.0,cbtt thanh_lý hợp_đồng
2023-01-12,HAG,return_in_session,-0.01916991610772017,hoàng gia lai hagl bán bánh_chưng tết heo ăn chuối giá đồng
2023-01-12,HAS,return_before_session,0.0,quyết_định thuế hà nội v v xử_lý vi_phạm hành_chính thuế
2023-01-12,HLG,return_before_session,0.0,phạm phúc toại chủ_tịch hđqt đã bán phạm thúy an phó_chủ_tịch hđqt đã mua
2023-01-12,HLG,return_in_session,0.0,phạm hoàng long tổng_giám_đốc đã mua con phạm phúc toại chủ_tịch hđqt đã mua
2023-01-12,HTT,return_in_session,0.0,đào văn chiến chủ_tịch hđqt đăng_ký mua
2023-01-12,KSH,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-12,LO5,return_in_session,0.0,nghị_quyết đại_hội_đồng cổ_đông bất_thường ký hợp_đồng kiểm_toán báo_cáo tài_chính
2023-01-12,MSN,return_in_session,-0.02956920812294861,chào bán trái_phiếu ra
2023-01-12,NOS,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-12,PLO,return_before_session,0.0,báo_cáo quản_trị công_ty
2023-01-12,POM,return_before_session,0.0,công_ty tnhh tm sx thép việt đăng_ký mua
2023-01-12,POW,return_in_session,0.008547060578458348,tgđ pv power nguyễn_duy_giang tổng_công_ty ước_tính vượt kế_hoạch doanh_thu kế_hoạch lợi_nhuận
2023-01-12,PXM,return_before_session,0.0,báo_cáo quản_trị công_ty
2023-01-12,PXT,return_in_session,0.03174869831458027,báo_cáo quản_trị công_ty
2023-01-12,S27,return_in_session,0.0,cổ_đông lớn phạm tuấn đã bán cổ_đông lớn phạm tuấn đã bán cổ_đông lớn phạm tuấn đã bán cổ_đông lớn pham tuấn đã bán
2023-01-12,SII,return_before_session,0.0,nghị_quyết hđqt phương_án thoái vốn ctcp nước sài_gòn nghị_quyết hđqt v v giải_thể công_ty tnhh mtv đầu_tư nước
2023-01-12,TNM,return_in_session,0.0,nguyễn_văn_cưng chủ_tịch hđqt đăng_ký bán
2023-01-12,VNI,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-12,VTR,return_in_session,0.0,trần duy tổng_giám_đốc đăng_ký mua nguyễn_thị lê_hương ủy_viên hđqt đăng_ký mua võ quang kha ủy_viên hđqt đăng_ký mua nguyễn_quốc_kỳ chủ_tịch hđqt đăng_ký mua nguyễn_nguyệt vân khanh ủy_viên hđqt đăng_ký mua nguyễn_hà trung tổng_giám_đốc đăng_ký mua huỳnh phan_phương hoàng tổng_giám_đốc đăng_ký mua đỗ thanh hùng giám_đốc tài_chính đăng_ký mua
2023-01-13,DP2,return_before_session,-0.14903557916048796,báo_cáo quản_trị công_ty
2023-01-13,HLG,return_before_session,0.13036181786324344,dâu lê ngọc ánh tổng_giám_đốc đăng_ký bán lê ngọc ánh tổng_giám_đốc đăng_ký mua
2023-01-13,HNG,return_in_session,-0.006872879287762064,hagl agrico xin gia_hạn thời_gian nộp bctc xin gia_hạn thời_gian nộp bctc báo_cáo tình_hình quản_trị
2023-01-13,HOT,return_before_session,0.0,báo_cáo tình_hình quản_trị công_ty
2023-01-13,PGD,return_in_session,0.0,báo_cáo tình_hình quản_trị công_ty
2023-01-13,PNJ,return_in_session,0.002320186655697126,số_lượng cổ_phiếu có quyền biểu_quyết đang lưu_hành là
2023-01-13,SCD,return_in_session,0.0,báo_cáo tình_hình quản_trị công_ty
2023-01-13,TGG,return_in_session,-0.005555569844602105,nghị_quyết hđqt v v triệu_tập đhđcđ bất_thường
2023-01-13,TNI,return_in_session,0.0065789710980425605,nghị_quyết hđqt thông_qua chủ_trương giao_dịch mau bán hàng_hóa ctcp thép
2023-01-13,TTF,return_before_session,0.0,võ quốc lợi tv hđqt đã mua
2023-01-16,ATG,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-16,BHT,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-16,HFX,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-16,HOT,return_before_session,0.0,bổ_nhiệm nguyễn_thị ngọc_lan giữ chức gđ
2023-01-16,ISG,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-16,MPT,return_before_session,0.0,báo_cáo quản_trị công_ty
2023-01-16,MSN,return_before_session,0.0,cbtt chào bán tp ra
2023-01-16,MSN,return_in_session,-0.00105318598465859,thông_báo chào bán trái_phiếu ra thông_báo chào bán trái_phiếu ra
2023-01-16,PCT,return_before_session,0.0,đầu_tiên cổ_phiếu niêm_yết
2023-01-16,PIV,return_before_session,0.0,nghị_quyết hđqt thông_qua kế_hoạch thoái toàn_bộ khoản đầu_tư ctcp bot cầu
2023-01-16,PMG,return_before_session,0.0,báo_cáo tình_hình quản_trị công_ty
2023-01-16,PNJ,return_before_session,0.0011580777206278686,cbtt v v nhận giấy chứng_nhận đkdn thay_đổi thứ
2023-01-16,POM,return_in_session,-0.0036429912785009805,báo_cáo tình_hình quản_trị công_ty
2023-01-16,PVB,return_before_session,0.0,xử_phạt vi_phạm
2023-01-16,PVR,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-16,RDP,return_before_session,-0.003062789530545767,giấy chứng_nhận đăng_ký hoạt_động chi_nhánh nghệ_an thứ
2023-01-16,SDY,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-16,SJC,return_in_session,0.0,ca sỹ khăn gió ấm tham_gia hđqt cổ_phiếu bất_động_sản tăng gấp sau chưa đầy_tháng
2023-01-16,TOP,return_in_session,0.0,công_bố nhận được đơn xin nhiệm_chức_vụ thành_viên hđqt vũ_đình
2023-01-16,VIR,return_before_session,0.0,nghị_quyết hội_đồng_quản_trị việc hạch_toán bổ_sung khoản nộp ngân_sách
2023-01-16,VST,return_in_session,0.0,công_đoàn ctcp vận_tải thuê tàu_biển việt nam đã bán
2023-01-17,AGF,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-17,BT6,return_before_session,0.0,giải_trình liên_quan báo_cáo tài_chính kiểm_toán bán_niên
2023-01-17,CMI,return_before_session,0.0,nghị_quyết hđqt v v lựa_chọn đơn_vị kiểm_toán bctc kết_thúc
2023-01-17,HU1,return_in_session,0.0,báo_cáo tình_hình quản_trị công_ty tài_liệu họp đhđcđ lấy ý_kiến cổ_đông văn_bản
2023-01-17,LM3,return_before_session,0.0,báo_cáo quản_trị công_ty
2023-01-17,MSN,return_before_session,-0.0021097054238497065,giải_trình việc chậm công_bố
2023-01-17,PGS,return_in_session,0.0695260626486103,báo_cáo quản_trị công_ty
2023-01-17,PLX,return_in_session,0.014835066403941107,nghị_quyết hđqt v v điều_chỉnh sửa_đổi một_số nội_dung qđ số qđ
2023-01-17,PPC,return_before_session,0.014388737452099452,báo_cáo tình_hình quản_trị công_ty
2023-01-17,PRT,return_before_session,0.07342746855481735,tham_dự đại_hội_đồng cổ_đông thường_niên
2023-01-17,PSD,return_in_session,0.01190490250631824,đầu_tiên cổ_phiếu niêm_yết
2023-01-17,PTE,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-17,PVR,return_before_session,0.0,giải_trình biến_động lợi_nhuận sau thuế so cùng kỳ trước
2023-01-17,SGT,return_before_session,0.0,quyết_định hđqt ban_hành quy_chế
2023-01-17,SP2,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-17,TNM,return_in_session,0.0,thông_báo cuối_cùng dự_kiến lấy ý_kiến cổ_đông văn_bản
2023-01-17,TSD,return_before_session,0.0,giải_trình chậm công_bố thông_tin việc ký hợp_đồng
2023-01-17,VES,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-17,VFG,return_before_session,0.023122417420854212,nghị_quyết hđqt số nghị_quyết hđqt v v thông_qua giao_dịch người có liên_quan
2023-01-17,VST,return_in_session,0.0,công_đoàn ctcp vận_tải thuê tàu_biển việt nam đăng_ký bán
2023-01-17,VTG,return_in_session,0.0,ký hợp_đồng kiểm_toán thực_hiện kiểm_toán báo_cáo tài_chính
2023-01-18,DLG,return_in_session,0.018349138668196617,kinh_doanh thua_lỗ đức long gia lai xin lùi thời_gian trả nợ hơn
2023-01-18,DXV,return_before_session,0.04401688541677426,giải_trình chênh_lệch lợi_nhuận sau thuế so biện_pháp lộ_trình khắc_phục lỗ lũy kế
2023-01-18,GAB,return_before_session,0.0,bổ_nhiệm lưu văn thịnh giữ chức chủ_tịch hđqt biên_bản họp nghị_quyết đhđcđ bất_thường
2023-01-18,GAB,return_in_session,0.0,công_ty khai_khoáng quản_lý_tài_sản chính_thức có chủ_tịch mới
2023-01-18,HAG,return_in_session,0.03342629255912618,hagl mời cổ_đông nắm cổ_phiếu gặp_gỡ ban lãnh_đạo đầu mới công_bố nhà tài_trợ mới clb
2023-01-18,HPI,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-18,HSI,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-18,HU3,return_in_session,0.13526599843673087,báo_cáo tình_hình quản_trị công_ty
2023-01-18,HVN,return_before_session,0.0,báo_cáo tình_hình quản_trị công_ty
2023-01-18,NT2,return_in_session,-0.008748962193235538,báo_cáo tình_hình quản_trị công_ty
2023-01-18,PC1,return_before_session,0.009680617710723496,báo_cáo tình_hình quản_trị công_ty
2023-01-18,PGD,return_in_session,0.06704450262899705,giải_trình lnst tăng so cùng kỳ trước
2023-01-18,PGS,return_in_session,0.0,đào hữu thắng phụ_trách quản_trị
2023-01-18,PIV,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-18,PRT,return_in_session,0.042925044717033844,nhận được bản_án hình_sự phúc_thẩm đối_với vụ_án vi_phạm quy_định quản_lý sử_dụng tài_sản nhà_nước gây thất_thoát lãng_phí tham_ô
2023-01-18,PSD,return_in_session,-0.01749315744751723,báo_cáo quản_trị công_ty
2023-01-18,PVS,return_in_session,0.032523191705560145,ptsc ước lãi thuế gấp cùng kỳ cao nhất vòng
2023-01-18,PVV,return_in_session,0.0,trịnh đức phú chủ_tịch hđqt đã bán công_ty cố phần đầu_tư spx đã mua
2023-01-18,PXA,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-18,PXI,return_before_session,-0.048790164169432056,báo_cáo quản_trị công_ty
2023-01-18,SII,return_before_session,-0.04445176257083392,báo_cáo tình_hình quản_trị công_ty giải_trình cổ_phiếu bị kiểm_soát
2023-01-18,TCK,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-18,TDH,return_before_session,0.0034542348680873824,thông_cáo báo_chí liên_quan chợ nông_sản
2023-01-18,TDH,return_in_session,-0.003454234868087446,sau gần cam_kết lấy lại chợ nông_sản chưa thành thuduc house đâm_đơn kiện
2023-01-18,TS4,return_before_session,0.0,báo_cáo quản_trị công_ty
2023-01-18,VFG,return_before_session,0.0,giải_trình chênh_lệch lợi_nhuận sau thuế so
2023-01-18,VTI,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-18,X77,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-19,CIG,return_before_session,0.0,báo_cáo tình_hình quản_trị công_ty
2023-01-19,DIC,return_in_session,0.0,báo_cáo quản_trị công_ty
2023-01-19,DLR,return_before_session,0.0,giải_trình lợi_nhuận sau thuế bctc
2023-01-19,HAG,return_before_session,0.028229788863971046,công_văn ubcknn chấp_thuận chào bán riêng_lẻ
2023-01-19,HU1,return_before_session,0.0,giải_trình chênh_lệch lnst so cùng kỳ trước
2023-01-19,JVC,return_in_session,0.025642430613337652,báo_cáo tình_hình quản_trị công_ty
2023-01-19,PAC,return_before_session,0.06100405646337005,giải_trình biến_động kqkd so cùng kỳ trước báo_cáo tình_hình quản_trị công_ty
2023-01-19,PAC,return_in_session,-0.00914640522607626,công_đoàn đã bán
2023-01-19,PCE,return_in_session,0.07666588174791694,nghị_quyết hđqt phê_duyệt kế_hoạch kinh_doanh
2023-01-19,PMB,return_in_session,0.0,nghị_quyết hđqt thông_qua chỉ_tiêu kế_hoạch sxkd
2023-01-19,PTL,return_before_session,-0.002936859673309825,báo_cáo tình_hình quản_trị công_ty
2023-01-19,PVD,return_in_session,0.009569451016150672,báo_cáo tình_hình quản_trị công_ty
2023-01-19,PVV,return_before_session,0.0,báo_cáo quản_trị công_ty
2023-01-19,S27,return_in_session,0.0,phạm tuấn đã bán cp không_còn là cổ_đông lớn
2023-01-19,SD5,return_in_session,0.05264373348542188,cuối_cùng cổ_tức nghị_quyết việc phê_duyệt trả cổ_tức tiền
2023-01-19,SGT,return_before_session,0.030077455237277954,lê_thị_kim nhung tv bks đã bán cp
2023-01-19,SII,return_in_session,0.07053015080583787,lưu_ý công_ty khả_năng hủy
2023-01-19,SJC,return_in_session,0.0,cổ_đông lớn nguyễn thanh_hải đã mua
2023-01-19,SJD,return_in_session,0.006644542718668511,báo_cáo tình_hình quản_trị công_ty
2023-01-19,TGG,return_in_session,-0.03774032798284697,tham_dự đhđcđ bất_thường
2023-01-19,TNI,return_before_session,0.01600034134644112,báo_cáo tình_hình quản_trị công_ty
2023-01-19,TNI,return_in_session,-0.016000341346441075,giải_trình chênh_lệch lợi_nhuận so cùng kỳ trước
2023-01-19,TOP,return_in_session,0.0,vũ_đình phúc ủy_viên hđqt đã bán
2023-01-19,TTF,return_in_session,0.0657087962857616,báo_cáo tình_hình quản_trị công_ty
